1.024704348597494097e-01,1.024704348597494097e-01,1.024704348597494097e-01,1.024704348597494097e-01,1.024704348597494097e-01,1.024704348597494097e-01,1.024704348597494097e-01,8.660859119559549679e-01,1.024704348597494097e-01,1.024704348597494097e-01,5.608457474926924480e-01,1.327420589071335588e-01,2.422208991058266703e-01
6.334248366623972668e-05,6.334248366623972668e-05,6.334248366623972668e-05,6.334248366623972668e-05,6.334248366623972668e-05,6.334248366623972668e-05,6.334248366623972668e-05,6.611626493126963877e-02,6.334248366623972668e-05,6.334248366623972668e-05,1.187911852924525107e-02,4.428012216067978013e-03,9.827070515284022298e-03
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,8.098624708563829586e-03,3.173105078629141484e-01,3.173105078629141484e-01,4.639492921120334681e-05,8.987358307808122136e-06,3.379724645605300956e-05
3.173105078629143705e-01,3.173105078629143705e-01,3.173105078629143705e-01,3.173105078629143705e-01,3.173105078629143705e-01,3.173105078629143705e-01,3.173105078629143705e-01,6.964886953494228150e-01,3.173105078629143705e-01,3.173105078629143705e-01,9.550395475007079638e-01,1.019787677624039469e-02,1.535084048043679483e-01
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,8.098624708563829586e-03,3.173105078629141484e-01,3.173105078629141484e-01,4.639492921120334681e-05,8.987358307808122136e-06,3.379724645605300956e-05
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,1.604535795196806447e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.643508685136035430e-01,6.494624541928372130e-01,4.150300868234214624e-01
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,1.604535795196806447e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.643508685136035430e-01,6.494624541928372130e-01,4.150300868234214624e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.022461881021321205e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.334248366623972668e-05,1.262725482567664902e-05,4.639492921120369918e-05
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,1.604535795196806447e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.643508685136035430e-01,6.494624541928372130e-01,4.150300868234214624e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.827070515284046584e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.250190257609935227e-05,1.262725482567669475e-05,5.329770476315336217e-05
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,8.098624708563829586e-03,3.173105078629141484e-01,3.173105078629141484e-01,4.639492921120334681e-05,8.987358307808122136e-06,3.379724645605300956e-05
9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,7.837643369567148799e-02,9.811009149325992961e-05,9.811009149325992961e-05,1.430587843542964824e-02,8.628884328558061867e-02,1.228050763520392719e-01
6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,2.581914723469186379e-01,6.334248366623995707e-05,6.334248366623995707e-05,1.187911852924525107e-02,4.428012216067996228e-03,9.827070515284030972e-03
