3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,1.390093317415721785e-01,3.173105078629131492e-01,3.173105078629141484e-01,4.150300868234214624e-01,6.686389335552017643e-02,3.173105078629141484e-01
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,1.390093317415721785e-01,3.173105078629131492e-01,3.173105078629141484e-01,4.150300868234214624e-01,6.686389335552017643e-02,3.173105078629141484e-01
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,9.827070515284046584e-03,0.000000000000000000e+00,3.173105078629141484e-01,3.379724645605293503e-05,2.954045720198480302e-02,3.173105078629141484e-01
3.643508685136035430e-01,3.643508685136035430e-01,3.643508685136035430e-01,3.643508685136035430e-01,3.643508685136035430e-01,3.643508685136035430e-01,3.643508685136035430e-01,3.681797539575029088e-01,3.212069771941261642e-01,3.643508685136035430e-01,5.660472019106477237e-01,2.693642496703663181e-01,3.643508685136035430e-01
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,1.390093317415721785e-01,3.173105078629131492e-01,3.173105078629141484e-01,4.150300868234214624e-01,6.686389335552017643e-02,3.173105078629141484e-01
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,1.390093317415721785e-01,3.173105078629131492e-01,3.173105078629141484e-01,4.150300868234214624e-01,6.686389335552017643e-02,3.173105078629141484e-01
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,1.390093317415721785e-01,3.173105078629131492e-01,3.173105078629141484e-01,4.150300868234214624e-01,6.686389335552017643e-02,3.173105078629141484e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.187911852924528402e-02,3.173105078629141484e-01,0.000000000000000000e+00,4.639492921120352299e-05,3.497532295778778277e-02,0.000000000000000000e+00
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,1.390093317415721785e-01,3.173105078629131492e-01,3.173105078629141484e-01,4.150300868234214624e-01,6.686389335552017643e-02,3.173105078629141484e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.187911852924528402e-02,3.173105078629141484e-01,0.000000000000000000e+00,4.639492921120352299e-05,3.497532295778778277e-02,0.000000000000000000e+00
3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,3.173105078629141484e-01,9.827070515284046584e-03,0.000000000000000000e+00,3.173105078629141484e-01,3.379724645605293503e-05,2.954045720198480302e-02,3.173105078629141484e-01
9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,9.811009149325992961e-05,8.887174154888231870e-02,6.334248366623972668e-05,9.811009149325992961e-05,1.187911852924525107e-02,3.884152043944545385e-01,9.811009149325992961e-05
6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,6.334248366623995707e-05,2.769658877858413026e-01,4.639492921120352299e-05,6.334248366623995707e-05,9.827070515284022298e-03,9.522013580701331470e-02,6.334248366623995707e-05
